name,cr,size,ac,hp,legendary,str,dex,con,int,wis,cha,has_fly,has_swim,is_shapechanger,type_aberration,type_beast,type_celestial,type_construct,type_dragon,type_elemental,type_fey,type_fiend,type_giant,type_humanoid,type_monstrosity,type_ooze,type_plant,type_swarm,type_undead
dragon-turtle,17.0,5,20,341,False,25.0,10.0,20.0,10.0,12.0,12.0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
dretch,0.25,1,11,18,False,11.0,11.0,12.0,5.0,8.0,3.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
drider,6.0,3,19,123,False,16.0,16.0,18.0,13.0,14.0,12.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
drow,0.25,2,15,13,False,10.0,14.0,10.0,11.0,11.0,12.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
drow-arachnomancer,13.0,2,15,162,False,11.0,17.0,14.0,19.0,14.0,16.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
drow-elite-warrior,5.0,2,18,71,False,13.0,18.0,14.0,11.0,13.0,12.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
drow-favored-consort,18.0,2,15,225,False,15.0,20.0,16.0,18.0,15.0,18.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
drow-house-captain,9.0,2,16,162,False,14.0,19.0,15.0,12.0,14.0,13.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
drow-inquisitor,14.0,2,16,143,False,11.0,15.0,14.0,16.0,21.0,20.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
drow-mage,7.0,2,12,45,False,9.0,14.0,10.0,17.0,13.0,12.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
drow-matron-mother,20.0,2,17,262,True,12.0,18.0,16.0,17.0,21.0,22.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
drow-shadowblade,11.0,2,17,150,False,14.0,21.0,16.0,12.0,14.0,13.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
druid,2.0,2,11,27,False,10.0,12.0,13.0,12.0,15.0,11.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
dryad,1.0,2,11,22,False,10.0,12.0,11.0,14.0,15.0,18.0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
duergar,1.0,2,16,26,False,14.0,11.0,14.0,11.0,10.0,9.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
duergar-despot,12.0,2,21,119,False,20.0,5.0,19.0,15.0,14.0,13.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
duergar-kavalrachni,2.0,2,16,26,False,14.0,11.0,14.0,11.0,10.0,9.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
duergar-mind-master,2.0,2,14,39,False,11.0,17.0,14.0,15.0,10.0,12.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
duergar-soulblade,1.0,2,14,18,False,11.0,16.0,10.0,11.0,10.0,12.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
duergar-stone-guard,2.0,2,18,39,False,18.0,11.0,14.0,11.0,10.0,9.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
duergar-warlord,6.0,2,20,75,False,18.0,11.0,17.0,12.0,12.0,14.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
duergar-xarrorn,2.0,2,18,26,False,16.0,11.0,14.0,11.0,10.0,9.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
duodrone,0.25,2,15,11,False,11.0,13.0,12.0,6.0,10.0,7.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
dust-mephit,0.5,1,12,17,False,5.0,14.0,10.0,9.0,11.0,10.0,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
dybbuk,4.0,2,14,37,False,6.0,19.0,16.0,16.0,15.0,14.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
eagle,0.0,1,12,3,False,6.0,15.0,10.0,2.0,14.0,7.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
earth-elemental,5.0,3,17,126,False,20.0,8.0,20.0,5.0,10.0,5.0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
earth-elemental-myrmidon,7.0,2,18,127,False,18.0,10.0,17.0,8.0,10.0,10.0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
efreeti,11.0,3,17,200,False,22.0,12.0,24.0,16.0,15.0,16.0,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
eidolon,12.0,2,9,63,False,7.0,8.0,9.0,14.0,19.0,16.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
elder-brain,14.0,3,10,210,True,15.0,10.0,20.0,21.0,19.0,24.0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
elder-oblex,10.0,4,16,115,False,15.0,16.0,21.0,22.0,13.0,18.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
elder-tempest,23.0,5,19,264,True,23.0,28.0,23.0,2.0,21.0,18.0,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
elephant,4.0,4,12,76,False,22.0,9.0,17.0,3.0,11.0,6.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
elk,0.25,3,10,13,False,16.0,10.0,12.0,2.0,10.0,6.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
empyrean,23.0,4,22,313,True,30.0,21.0,30.0,21.0,22.0,27.0,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
erinyes,12.0,2,18,153,False,18.0,16.0,18.0,14.0,14.0,18.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ettercap,2.0,2,13,44,False,14.0,15.0,13.0,7.0,12.0,8.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ettin,4.0,3,12,85,False,21.0,8.0,17.0,6.0,10.0,8.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
faerie-dragon,1.0,0,15,14,False,3.0,20.0,13.0,14.0,12.0,16.0,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
female-steeder,1.0,3,14,30,False,15.0,16.0,14.0,2.0,10.0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
fire-elemental,5.0,3,13,102,False,10.0,17.0,16.0,6.0,10.0,7.0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
fire-elemental-myrmidon,7.0,2,18,123,False,13.0,18.0,15.0,9.0,10.0,10.0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
fire-giant,9.0,4,18,162,False,25.0,9.0,23.0,10.0,14.0,13.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
fire-giant-dreadnought,14.0,4,21,187,False,27.0,9.0,23.0,8.0,10.0,11.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
fire-snake,1.0,2,14,22,False,12.0,14.0,11.0,7.0,10.0,8.0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
firenewt-warlock-of-imix,1.0,2,10,33,False,13.0,11.0,12.0,9.0,11.0,14.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
firenewt-warrior,0.5,2,16,22,False,10.0,13.0,12.0,7.0,11.0,8.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
fist-of-bane,0.5,2,18,22,False,16.0,11.0,13.0,10.0,12.0,11.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
flail-snail,3.0,3,16,52,False,17.0,5.0,20.0,3.0,10.0,5.0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
flameskull,4.0,0,13,40,False,1.0,17.0,14.0,16.0,10.0,11.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
flesh-golem,5.0,2,9,93,False,19.0,9.0,18.0,6.0,10.0,5.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
flind,9.0,2,16,127,False,20.0,10.0,19.0,11.0,13.0,12.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
flumph,0.125,1,12,7,False,6.0,15.0,10.0,14.0,14.0,11.0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
flying-snake,0.125,0,14,5,False,4.0,18.0,11.0,2.0,12.0,5.0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
flying-sword,0.25,1,17,17,False,12.0,15.0,11.0,1.0,5.0,1.0,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
fomorian,8.0,4,14,149,False,23.0,10.0,20.0,9.0,14.0,6.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
fraz-urb-luu,23.0,3,18,337,True,29.0,12.0,25.0,26.0,24.0,26.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
frog,0.0,0,11,1,False,1.0,13.0,8.0,1.0,8.0,3.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
froghemoth,10.0,4,14,184,False,23.0,13.0,20.0,2.0,12.0,5.0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
frost-giant,8.0,4,15,138,False,23.0,9.0,21.0,9.0,10.0,12.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
frost-giant-everlasting-one,12.0,4,15,189,False,25.0,9.0,24.0,9.0,10.0,12.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
frost-salamander,9.0,4,17,168,False,20.0,12.0,18.0,7.0,11.0,7.0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
galeb-duhr,6.0,2,16,85,False,20.0,14.0,20.0,11.0,12.0,11.0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
gargoyle,2.0,2,15,52,False,15.0,11.0,16.0,6.0,11.0,7.0,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
gas-spore,0.5,3,5,1,False,5.0,1.0,3.0,1.0,1.0,1.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
gauth,6.0,2,15,67,False,10.0,14.0,16.0,15.0,15.0,13.0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gazer,0.5,0,13,13,False,3.0,17.0,14.0,3.0,10.0,7.0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gelatinous-cube,2.0,3,6,84,False,14.0,3.0,20.0,1.0,6.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
geryon,22.0,4,19,300,True,29.0,17.0,22.0,19.0,16.0,23.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ghast,2.0,2,13,36,False,16.0,17.0,10.0,11.0,10.0,8.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ghost,4.0,2,11,45,False,7.0,13.0,10.0,10.0,12.0,17.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ghoul,1.0,2,12,22,False,13.0,15.0,10.0,7.0,10.0,6.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
giant-ape,7.0,4,12,157,False,23.0,14.0,18.0,7.0,12.0,7.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-badger,0.25,2,10,13,False,13.0,10.0,15.0,2.0,12.0,5.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-bat,0.25,3,13,22,False,15.0,16.0,11.0,2.0,12.0,6.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-boar,2.0,3,12,42,False,17.0,10.0,16.0,2.0,7.0,5.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-centipede,0.25,1,13,4,False,5.0,14.0,12.0,1.0,7.0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-constrictor-snake,2.0,4,12,60,False,19.0,14.0,12.0,1.0,10.0,3.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-crab,0.125,2,15,13,False,13.0,15.0,11.0,1.0,9.0,3.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-crocodile,5.0,4,14,85,False,21.0,9.0,17.0,2.0,10.0,7.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-eagle,1.0,3,13,26,False,16.0,17.0,13.0,8.0,14.0,10.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-elk,2.0,4,14,42,False,19.0,16.0,14.0,7.0,14.0,10.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-fire-beetle,0.0,1,13,4,False,8.0,10.0,12.0,1.0,7.0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-frog,0.25,2,11,18,False,12.0,13.0,11.0,2.0,10.0,3.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-goat,0.5,3,11,19,False,17.0,11.0,12.0,3.0,12.0,6.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-hyena,1.0,3,12,45,False,16.0,14.0,14.0,2.0,12.0,7.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-lizard,0.25,3,12,19,False,15.0,12.0,13.0,2.0,10.0,5.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-octopus,1.0,3,11,52,False,17.0,13.0,13.0,4.0,10.0,4.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-owl,0.25,3,12,19,False,13.0,15.0,12.0,8.0,13.0,10.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-poisonous-snake,0.25,2,14,11,False,10.0,18.0,13.0,2.0,10.0,3.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-rat,0.125,1,12,7,False,7.0,15.0,11.0,2.0,10.0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-scorpion,3.0,3,15,52,False,15.0,13.0,15.0,1.0,9.0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-sea-horse,0.5,3,13,16,False,12.0,15.0,11.0,2.0,12.0,5.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-shark,5.0,4,13,126,False,23.0,11.0,21.0,1.0,10.0,5.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-spider,1.0,3,14,26,False,14.0,16.0,12.0,2.0,11.0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-strider,1.0,3,14,22,False,18.0,13.0,14.0,4.0,12.0,6.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
giant-toad,1.0,3,11,39,False,15.0,13.0,13.0,2.0,10.0,3.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-two-headed-goat,0.5,3,11,19,False,17.0,11.0,12.0,3.0,12.0,6.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-vulture,1.0,3,10,22,False,15.0,10.0,15.0,6.0,12.0,7.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-wasp,0.5,2,12,13,False,10.0,14.0,10.0,1.0,10.0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-weasel,0.125,2,13,9,False,11.0,16.0,10.0,4.0,12.0,5.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
giant-wolf-spider,0.25,2,13,11,False,12.0,16.0,13.0,3.0,12.0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
gibbering-mouther,2.0,2,9,67,False,10.0,8.0,16.0,3.0,10.0,6.0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
giff,3.0,2,16,60,False,18.0,14.0,17.0,11.0,12.0,12.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
girallon,4.0,3,13,59,False,18.0,16.0,16.0,5.0,12.0,7.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
githyanki-gish,10.0,2,17,123,False,17.0,15.0,14.0,16.0,15.0,16.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
githyanki-knight,8.0,2,18,91,False,16.0,14.0,15.0,14.0,14.0,15.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
githyanki-supreme-commander,14.0,2,18,187,True,19.0,17.0,18.0,16.0,16.0,18.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
githyanki-warrior,3.0,2,17,49,False,15.0,14.0,12.0,13.0,13.0,10.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
githzerai-anarch,16.0,2,20,144,True,16.0,21.0,18.0,18.0,20.0,14.0,1,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
githzerai-monk,2.0,2,14,38,False,12.0,15.0,12.0,13.0,14.0,10.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
githzerai-zerth,6.0,2,17,84,False,13.0,18.0,15.0,16.0,17.0,12.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
glabrezu,9.0,3,17,157,False,20.0,15.0,21.0,19.0,17.0,16.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
gladiator,5.0,2,16,112,False,18.0,15.0,16.0,10.0,12.0,15.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
gnoll,0.5,2,15,22,False,14.0,12.0,11.0,6.0,10.0,7.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
gnoll-fang-of-yeenoghu,4.0,2,14,65,False,17.0,15.0,15.0,10.0,11.0,13.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
gnoll-flesh-gnawer,1.0,2,14,22,False,12.0,14.0,12.0,8.0,10.0,8.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
gnoll-hunter,0.5,2,13,22,False,14.0,14.0,12.0,8.0,12.0,8.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
gnoll-pack-lord,2.0,2,15,49,False,16.0,14.0,13.0,8.0,11.0,9.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
gnoll-witherling,0.25,2,12,11,False,14.0,8.0,12.0,5.0,5.0,5.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
goat,0.0,2,10,4,False,12.0,10.0,11.0,2.0,10.0,5.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
goblin,0.25,1,15,7,False,8.0,14.0,10.0,10.0,8.0,8.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
goblin-boss,1.0,1,17,21,False,10.0,14.0,10.0,10.0,8.0,10.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
gold-dragon-wyrmling,3.0,2,17,60,False,19.0,14.0,17.0,14.0,11.0,16.0,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
gorgon,5.0,3,19,114,False,20.0,11.0,18.0,2.0,12.0,7.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
goristro,17.0,4,19,310,False,25.0,11.0,25.0,6.0,13.0,14.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
gray-ooze,0.5,2,8,22,False,12.0,6.0,16.0,1.0,6.0,2.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
gray-render,12.0,3,19,189,False,19.0,13.0,20.0,3.0,6.0,8.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
gray-slaad,9.0,2,18,127,False,17.0,17.0,16.0,13.0,8.0,14.0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
graz-zt,24.0,3,20,346,True,22.0,15.0,21.0,23.0,21.0,26.0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
green-abishai,15.0,2,18,187,False,12.0,17.0,16.0,17.0,12.0,19.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
green-dragon-wyrmling,2.0,2,17,38,False,15.0,12.0,13.0,14.0,11.0,13.0,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
green-hag,3.0,2,17,82,False,18.0,12.0,16.0,13.0,14.0,14.0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
green-slaad,8.0,3,16,127,False,18.0,15.0,16.0,11.0,8.0,12.0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
grell,3.0,2,12,55,False,15.0,14.0,13.0,12.0,11.0,9.0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
grick,2.0,2,14,27,False,14.0,14.0,11.0,3.0,14.0,5.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
grick-alpha,7.0,3,18,75,False,18.0,16.0,15.0,4.0,14.0,9.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
griffon,2.0,3,12,59,False,18.0,15.0,16.0,2.0,13.0,8.0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
grimlock,0.25,2,11,11,False,16.0,12.0,12.0,9.0,8.0,6.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
grung,0.25,1,12,11,False,7.0,14.0,15.0,10.0,11.0,10.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
grung-elite-warrior,2.0,1,13,49,False,7.0,16.0,15.0,10.0,11.0,12.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
grung-wildling,1.0,1,13,27,False,7.0,16.0,15.0,10.0,15.0,11.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
guard,0.125,2,16,11,False,13.0,12.0,12.0,10.0,11.0,10.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
guard-drake,2.0,2,14,52,False,16.0,11.0,16.0,4.0,10.0,7.0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
guardian-naga,10.0,3,18,127,False,19.0,18.0,16.0,16.0,19.0,18.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
gynosphinx,11.0,3,17,136,True,18.0,15.0,16.0,18.0,18.0,18.0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
halaster-blackcloak,23.0,2,14,246,True,10.0,18.0,18.0,24.0,18.0,18.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
half-ogre,1.0,3,12,30,False,17.0,10.0,14.0,7.0,9.0,10.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
half-red-dragon-veteran,5.0,2,18,65,False,16.0,13.0,14.0,10.0,11.0,10.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
harpy,1.0,2,11,38,False,12.0,13.0,12.0,7.0,10.0,13.0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
hawk,0.0,0,13,1,False,5.0,16.0,8.0,2.0,14.0,6.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
hell-hound,3.0,2,15,45,False,17.0,12.0,14.0,6.0,13.0,6.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
hellfire-engine,16.0,4,18,216,False,20.0,16.0,24.0,2.0,10.0,1.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
hellwasp,5.0,3,19,52,False,18.0,15.0,12.0,10.0,10.0,7.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
helmed-horror,4.0,2,20,60,False,18.0,13.0,16.0,10.0,10.0,10.0,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
hezrou,8.0,3,16,136,False,19.0,17.0,20.0,5.0,12.0,13.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
hill-giant,5.0,4,13,105,False,21.0,8.0,19.0,5.0,9.0,6.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
hippogriff,1.0,3,11,19,False,17.0,13.0,13.0,2.0,12.0,8.0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
hobgoblin,0.5,2,18,11,False,13.0,12.0,12.0,10.0,10.0,9.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
hobgoblin-captain,3.0,2,17,39,False,15.0,14.0,14.0,12.0,10.0,13.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
hobgoblin-devastator,4.0,2,13,45,False,13.0,12.0,14.0,16.0,13.0,11.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
hobgoblin-iron-shadow,2.0,2,15,32,False,14.0,16.0,15.0,14.0,15.0,11.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
hobgoblin-warlord,6.0,2,20,97,False,16.0,14.0,16.0,14.0,11.0,15.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
homunculus,0.0,0,13,5,False,4.0,15.0,11.0,10.0,10.0,7.0,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
hook-horror,3.0,3,15,75,False,18.0,10.0,15.0,6.0,12.0,7.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
horned-devil,11.0,3,18,178,False,22.0,17.0,21.0,12.0,16.0,17.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
howler,8.0,3,16,90,False,17.0,16.0,15.0,5.0,20.0,6.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
hunter-shark,2.0,3,12,45,False,18.0,13.0,15.0,1.0,10.0,4.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
hutijin,21.0,3,19,200,True,27.0,15.0,25.0,23.0,19.0,25.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
hydra,8.0,4,15,172,False,20.0,12.0,20.0,2.0,10.0,7.0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
hydroloth,9.0,2,15,135,False,12.0,21.0,16.0,19.0,10.0,14.0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
hyena,0.0,2,11,5,False,11.0,13.0,12.0,2.0,12.0,5.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ice-devil,14.0,3,18,180,False,21.0,14.0,18.0,18.0,15.0,18.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ice-mephit,0.5,1,11,21,False,7.0,13.0,10.0,9.0,11.0,12.0,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
