CR,Size_Rank,is_swarm,Type_aberration,Type_beast,Type_construct,Type_dragon,Type_elemental,Type_fiend,Type_giant,Type_humanoid,Type_monstrosity,Type_other,Type_undead,Is_Legendary,Is_Spellcaster,Log_Avg_HP,AC_Z,Strength_Z,Dexterity_Z,Constitution_Z,Intelligence_Z,Wisdom_Z,Charisma_Z,Max_Speed_Z,Trait_Count_MM,Action_Count_MM,Movement_Count_MM
13.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.236441962829949,0.44326267263202285,0.3130016551361548,0.7716675064481274,0.6406508406442306,0.05383426735540291,0.901235428607094,1.1222995366941224,-0.4342075901391517,0.25,0.375,0.0
7.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.844187086458591,0.7805738555918607,1.312384885704721,0.47217045195611146,1.1184774845583088,-0.12230683281102232,-0.22536660397547761,-0.47195078031674675,0.08299571976935255,0.25,0.25,0.0
8.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.852030263919617,0.7805738555918607,0.6461293986590101,-0.4263207115199362,0.6406508406442306,0.22997536752182815,0.901235428607094,0.4137438402448473,-0.4342075901391517,0.0,0.375,0.0
1.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.6888794541139363,-0.9059820592073284,-0.020126088386700547,0.17267339746409557,-0.3150024471839255,-1.355294533975999,0.05628390417016531,-1.0033675526537031,0.08299571976935255,0.0,0.125,0.0
11.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.997212273764115,-0.5686708762474907,1.312384885704721,0.47217045195611146,0.8795641626012697,-0.8268712334767233,-1.0703181284124064,-1.3576454008783407,-0.9514109000476559,0.25,0.125,0.3333333333333333
12.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.153291594497779,1.1178850385516985,1.9786403727504314,0.17267339746409557,1.1184774845583088,1.2868219685203794,0.901235428607094,0.7680216884694849,0.08299571976935255,0.0,0.25,0.0
15.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.278114659230517,-0.9059820592073284,1.9786403727504314,0.17267339746409557,1.1184774845583088,2.1675274693525055,0.901235428607094,0.7680216884694849,0.08299571976935255,0.0,0.375,0.0
10.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.962844630259907,0.10595148967218501,0.4795655268975825,0.17267339746409557,0.6406508406442306,-0.12230683281102232,-0.22536660397547761,-0.29481185620442796,-0.4342075901391517,0.0,0.25,0.3333333333333333
17.0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5.298317366548036,1.7925074044713742,0.8126932704204378,-0.7258177660119521,1.1184774845583088,0.22997536752182815,0.901235428607094,1.1222995366941224,-0.4342075901391517,0.375,0.375,0.0
11.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5.187385805840755,1.7925074044713742,0.8126932704204378,-1.025314820503968,0.6406508406442306,-0.12230683281102232,-0.22536660397547761,0.7680216884694849,-0.4342075901391517,0.125,0.375,0.0
10.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.187385805840755,1.1178850385516985,0.8126932704204378,0.47217045195611146,0.8795641626012697,0.7583986680211038,-0.7886676202667634,1.2994384608064413,0.08299571976935255,0.125,0.25,0.0
14.0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5.278114659230517,1.4551962215115364,0.4795655268975825,0.17267339746409557,-0.3150024471839255,1.4629630686868047,0.6195849204614512,1.2994384608064413,0.08299571976935255,0.0,0.25,0.3333333333333333
0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.8903717578961645,0.44326267263202285,-1.1860731907166941,-0.1268236570279203,-0.7928290910980036,-1.0030123336431485,0.33793441231580823,-1.5347843249906596,-0.4342075901391517,0.125,0.25,0.3333333333333333
5.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.343805421853684,0.10595148967218501,0.8126932704204378,1.969655724416191,1.1184774845583088,0.5822575678546786,0.05628390417016531,0.7680216884694849,0.6001990296778568,0.125,0.25,0.0
5.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.442651256490317,1.1178850385516985,0.4795655268975825,-1.025314820503968,-0.3150024471839255,-0.8268712334767233,-1.9152696528493351,-1.180506476766022,-0.9514109000476559,0.125,0.25,0.0
4.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.6109179126442243,-0.9059820592073284,-0.6863815754324112,0.47217045195611146,-1.2706557350120817,0.5822575678546786,-0.22536660397547761,0.7680216884694849,-0.4342075901391517,0.125,0.375,0.0
8.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4.709530201312334,-0.5686708762474907,-0.6863815754324112,0.7716675064481274,-0.7928290910980036,0.7583986680211038,-0.22536660397547761,0.9451606125818037,-0.4342075901391517,0.25,0.375,0.0
3.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.6375861597263857,-0.9059820592073284,-0.6863815754324112,0.17267339746409557,0.16282419673015255,0.22997536752182815,0.33793441231580823,0.7680216884694849,-0.4342075901391517,0.125,0.375,0.0
14.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.170483995038151,1.1178850385516985,0.14643778337472713,1.3706616154321591,-0.3150024471839255,1.4629630686868047,2.027837461189666,2.0079941572557165,2.669012269311874,0.375,0.25,0.3333333333333333
15.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0369526024136295,0.10595148967218501,0.8126932704204378,0.7716675064481274,0.6406508406442306,-0.12230683281102232,1.182885936752737,1.2994384608064413,0.08299571976935255,0.125,0.375,0.0
4.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.330733340286331,-0.23135969328765282,-0.020126088386700547,0.17267339746409557,-0.3150024471839255,-1.1791534338095737,-0.7886676202667634,-0.8262286285413843,-0.4342075901391517,0.0,0.25,0.3333333333333333
8.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.976733742420574,0.44326267263202285,0.4795655268975825,-0.4263207115199362,0.16282419673015255,0.7583986680211038,0.6195849204614512,-0.11767293209210913,-0.4342075901391517,0.25,0.375,0.3333333333333333
9.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.897839799950911,0.7805738555918607,0.8126932704204378,0.7716675064481274,0.6406508406442306,-0.4745890331438728,0.6195849204614512,0.4137438402448473,2.1518089594033696,0.25,0.25,0.3333333333333333
1.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.332204510175204,0.10595148967218501,-0.18668996014812822,-0.7258177660119521,-0.7928290910980036,0.05383426735540291,-0.22536660397547761,0.2366049161325285,1.117402339586361,0.0,0.125,1.0
0.5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.833213344056216,0.10595148967218501,-0.020126088386700547,0.17267339746409557,-0.3150024471839255,0.22997536752182815,-0.7886676202667634,-0.47195078031674675,-0.9514109000476559,0.25,0.125,0.0
0.25,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.6390573296152584,-1.5806044251270042,0.4795655268975825,-1.025314820503968,-0.3150024471839255,-1.5314356341424242,-0.7886676202667634,-1.3576454008783407,-0.4342075901391517,0.0,0.125,0.0
3.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.219507705176107,-1.2432932421671663,0.4795655268975825,-0.1268236570279203,0.16282419673015255,-0.12230683281102232,-0.22536660397547761,0.4137438402448473,0.08299571976935255,0.0,0.5,0.0
7.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.564348191467836,0.10595148967218501,0.8126932704204378,0.17267339746409557,0.16282419673015255,-0.8268712334767233,-0.22536660397547761,-1.3576454008783407,-0.4342075901391517,0.25,0.25,0.3333333333333333
3.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.970291913552122,1.7925074044713742,0.6461293986590101,-0.7258177660119521,-0.3150024471839255,0.05383426735540291,-0.5070171121211206,0.5908827643571661,-0.4342075901391517,0.375,0.625,0.0
0.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341003,-0.5686708762474907,-0.6863815754324112,0.7716675064481274,-1.0317424130550426,-1.5314356341424242,0.33793441231580823,-1.180506476766022,0.6001990296778568,0.0,0.0,0.0
1.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.713572066704308,0.44326267263202285,-0.18668996014812822,-0.7258177660119521,-0.3150024471839255,0.05383426735540291,-0.7886676202667634,-0.47195078031674675,-0.6928092450934038,0.375,0.375,0.0
11.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.897839799950911,1.1178850385516985,1.312384885704721,1.0711645609401432,0.6406508406442306,-0.8268712334767233,-0.5070171121211206,-0.47195078031674675,0.08299571976935255,0.0,0.125,0.3333333333333333
1.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.295836866004329,-0.5686708762474907,-0.020126088386700547,0.47217045195611146,-0.3150024471839255,-1.1791534338095737,-0.22536660397547761,-1.0033675526537031,0.08299571976935255,0.0,0.25,0.0
12.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.605170185988092,-0.9059820592073284,-0.8529454471938389,0.17267339746409557,-0.7928290910980036,1.63910416885323,0.6195849204614512,0.7680216884694849,-0.4342075901391517,0.125,0.0,0.0
18.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5.198497031265826,1.7925074044713742,-2.352020293046688,1.969655724416191,-1.2706557350120817,1.63910416885323,1.182885936752737,1.4765773849187602,-0.4342075901391517,0.125,0.25,0.3333333333333333
0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.091042453358316,-0.5686708762474907,-1.8523286777624048,0.7716675064481274,-0.7928290910980036,-1.5314356341424242,-0.7886676202667634,-1.0033675526537031,0.08299571976935255,0.0,0.125,0.3333333333333333
1.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.332204510175204,-0.23135969328765282,0.14643778337472713,0.47217045195611146,-0.7928290910980036,-0.8268712334767233,-0.22536660397547761,-1.0033675526537031,0.6001990296778568,0.0,0.0,0.0
5.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.634728988229636,0.44326267263202285,0.6461293986590101,-1.025314820503968,-0.07608912522688649,-0.4745890331438728,-0.22536660397547761,-0.29481185620442796,1.117402339586361,0.125,0.25,0.3333333333333333
26.0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6.142037405587356,2.46712977039105,2.311768116273287,0.17267339746409557,2.551957416300543,1.63910416885323,1.182885936752737,2.3622720054803543,0.6001990296778568,0.25,0.375,0.3333333333333333
2.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.8066624897703196,0.10595148967218501,0.3130016551361548,0.47217045195611146,-0.5539157691409645,-0.4745890331438728,-0.22536660397547761,-0.8262286285413843,0.08299571976935255,0.25,0.25,0.0
12.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0369526024136295,1.1178850385516985,0.4795655268975825,0.7716675064481274,0.6406508406442306,0.5822575678546786,0.33793441231580823,1.1222995366941224,1.117402339586361,0.125,0.25,0.3333333333333333
4.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.795790545596741,-2.5925379740065178,0.14643778337472713,-2.5228000929640477,0.16282419673015255,-1.7075767343088495,-1.9152696528493351,-1.8890621732152972,-0.9514109000476559,0.25,0.0,0.3333333333333333
11.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.187385805840755,1.1178850385516985,1.1458210139432932,1.0711645609401432,1.3573908065153477,0.22997536752182815,0.901235428607094,0.9451606125818037,1.117402339586361,0.125,0.375,0.3333333333333333
2.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.9512437185814275,0.44326267263202285,-0.18668996014812822,0.17267339746409557,0.6406508406442306,-0.12230683281102232,-0.7886676202667634,-0.8262286285413843,-0.4342075901391517,0.25,0.25,0.0
3.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.8066624897703196,0.7805738555918607,0.14643778337472713,-0.4263207115199362,-0.3150024471839255,-0.12230683281102232,0.901235428607094,-0.29481185620442796,-0.4342075901391517,0.0,0.375,0.0
5.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.418840607796598,1.4551962215115364,0.4795655268975825,-0.4263207115199362,-0.3150024471839255,-0.12230683281102232,1.46453644489838,-0.29481185620442796,-0.4342075901391517,0.0,0.375,0.0
8.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.543294782270004,1.7925074044713742,0.4795655268975825,-0.4263207115199362,-0.3150024471839255,-0.12230683281102232,2.027837461189666,-0.29481185620442796,-0.4342075901391517,0.0,0.375,0.3333333333333333
0.25,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.6390573296152584,-0.5686708762474907,-0.8529454471938389,0.17267339746409557,-0.7928290910980036,0.05383426735540291,-2.196920160994978,-0.47195078031674675,-0.4342075901391517,0.125,0.125,0.0
1.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.1354942159291497,-0.5686708762474907,-1.0195093189552666,0.17267339746409557,-0.7928290910980036,0.05383426735540291,-2.196920160994978,0.059465992020209676,-0.4342075901391517,0.125,0.25,0.0
0.25,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.833213344056216,-0.9059820592073284,-0.18668996014812822,-0.4263207115199362,-0.3150024471839255,0.05383426735540291,-2.196920160994978,-0.47195078031674675,-0.4342075901391517,0.125,0.125,0.0
3.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.6109179126442243,-0.5686708762474907,-1.0195093189552666,0.17267339746409557,-0.7928290910980036,0.05383426735540291,-2.196920160994978,0.4137438402448473,-0.4342075901391517,0.125,0.25,0.0
2.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.332204510175204,-1.2432932421671663,-0.8529454471938389,-0.4263207115199362,-0.5539157691409645,0.22997536752182815,0.6195849204614512,-0.11767293209210913,-0.4342075901391517,0.125,0.0,0.0
0.125,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.302585092994046,0.10595148967218501,-0.6863815754324112,-0.4263207115199362,-1.0317424130550426,0.22997536752182815,0.33793441231580823,0.7680216884694849,-0.4342075901391517,0.0,0.0,0.0
0.5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.833213344056216,-0.9059820592073284,-1.5192009342395496,0.17267339746409557,-0.5539157691409645,-0.8268712334767233,-0.7886676202667634,-0.6490897044290656,0.08299571976935255,0.25,0.0,0.0
10.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.438079308923196,0.7805738555918607,0.4795655268975825,1.3706616154321591,0.6406508406442306,1.1106808683539544,2.027837461189666,1.4765773849187602,2.669012269311874,0.125,0.25,0.3333333333333333
0.25,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.302585092994046,-1.5806044251270042,-0.8529454471938389,-1.025314820503968,-1.2706557350120817,-0.12230683281102232,0.33793441231580823,-0.11767293209210913,-0.4342075901391517,0.0,0.0,0.0
14.0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.584967478670572,-0.23135969328765282,-0.6863815754324112,0.7716675064481274,-0.3150024471839255,1.4629630686868047,0.901235428607094,0.5908827643571661,-0.4342075901391517,0.5,0.0,0.0
20.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.62040086571715,-0.23135969328765282,1.4789487574661484,0.17267339746409557,1.596304128472387,-0.4745890331438728,-1.9152696528493351,-0.29481185620442796,-0.4342075901391517,0.375,0.375,0.0
13.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.247024072160486,0.44326267263202285,0.8126932704204378,-0.4263207115199362,1.1184774845583088,0.4061164676882534,-0.7886676202667634,0.7680216884694849,-0.4342075901391517,0.0,0.375,0.0
17.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5.198497031265826,1.7925074044713742,0.8126932704204378,-0.7258177660119521,1.1184774845583088,0.22997536752182815,0.901235428607094,1.1222995366941224,-0.4342075901391517,0.25,0.25,0.0
7.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.787491742782046,0.10595148967218501,0.3130016551361548,-1.025314820503968,0.8795641626012697,-0.650730133310298,-0.7886676202667634,-0.47195078031674675,-0.4342075901391517,0.0,0.5,0.0
0.25,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.995732273553991,-1.2432932421671663,-0.18668996014812822,-0.4263207115199362,-0.7928290910980036,-1.5314356341424242,-0.7886676202667634,-1.180506476766022,0.6001990296778568,0.0,0.0,0.0
15.0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.584967478670572,0.7805738555918607,0.4795655268975825,-1.025314820503968,0.4017375186871916,1.2868219685203794,1.46453644489838,0.7680216884694849,-0.9514109000476559,0.25,0.25,0.0
0.25,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.995732273553991,-0.9059820592073284,-0.18668996014812822,-1.025314820503968,-0.07608912522688649,-1.5314356341424242,-0.7886676202667634,-1.180506476766022,-0.4342075901391517,0.0,0.0,0.3333333333333333
3.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.330733340286331,-0.9059820592073284,0.3130016551361548,-0.4263207115199362,-0.07608912522688649,-1.0030123336431485,0.05628390417016531,-0.6490897044290656,-1.210012555001908,0.375,0.25,0.0
2.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.9512437185814275,-0.5686708762474907,0.6461293986590101,-0.1268236570279203,0.4017375186871916,-1.5314356341424242,-0.22536660397547761,-1.180506476766022,1.117402339586361,0.0,0.125,0.0
0.5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.833213344056216,-0.5686708762474907,-0.3532538319095559,0.17267339746409557,-0.5539157691409645,-0.8268712334767233,-1.3519686365580492,-0.8262286285413843,0.08299571976935255,0.125,0.125,0.3333333333333333
13.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.153291594497779,0.10595148967218501,1.1458210139432932,0.47217045195611146,1.3573908065153477,-0.29844793297744754,-0.5070171121211206,-1.180506476766022,0.08299571976935255,0.0,0.375,0.0
1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1354942159291497,-0.23135969328765282,0.3130016551361548,0.47217045195611146,-0.07608912522688649,-1.355294533975999,-0.22536660397547761,-0.8262286285413843,0.6001990296778568,0.0,0.0,0.0
10.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.997212273764115,0.44326267263202285,1.1458210139432932,0.17267339746409557,0.6406508406442306,-0.650730133310298,0.901235428607094,-0.6490897044290656,0.6001990296778568,0.0,0.25,0.0
7.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.3694478524670215,-0.9059820592073284,-0.8529454471938389,0.17267339746409557,-0.07608912522688649,0.22997536752182815,-0.22536660397547761,1.1222995366941224,-0.4342075901391517,0.75,0.0,0.0
27.0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.023447592961033,2.129818587431212,2.1452042445118593,1.0711645609401432,2.3130440943435038,2.519809669685356,2.5911384774809516,2.1851330813680354,-0.4342075901391517,0.625,0.5,0.0
3.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.343805421853684,-0.5686708762474907,0.4795655268975825,0.47217045195611146,0.16282419673015255,-0.8268712334767233,-0.22536660397547761,-0.6490897044290656,0.08299571976935255,0.125,0.25,0.0
0.125,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.302585092994046,-0.9059820592073284,-0.5198177036709836,-0.1268236570279203,-0.7928290910980036,-1.1791534338095737,-0.7886676202667634,-1.0033675526537031,-0.4342075901391517,0.0,0.0,0.0
9.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.912654885736052,0.44326267263202285,0.3130016551361548,1.670158669924175,-0.3150024471839255,-0.4745890331438728,0.05628390417016531,-0.29481185620442796,0.08299571976935255,0.125,0.25,0.0
0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6094379124341003,-1.5806044251270042,-0.8529454471938389,-1.025314820503968,-1.2706557350120817,-0.12230683281102232,-0.7886676202667634,-0.29481185620442796,-0.9514109000476559,0.0,0.0,0.0
0.5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.833213344056216,-0.5686708762474907,-0.6863815754324112,0.17267339746409557,-0.7928290910980036,0.05383426735540291,0.05628390417016531,-0.11767293209210913,-0.4342075901391517,0.0,0.125,0.0
8.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.3694478524670215,0.10595148967218501,-0.6863815754324112,0.7716675064481274,-0.3150024471839255,0.4061164676882534,-0.5070171121211206,-0.29481185620442796,-0.4342075901391517,0.25,0.125,0.0
8.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.219507705176107,-0.9059820592073284,-1.0195093189552666,0.17267339746409557,-1.0317424130550426,1.2868219685203794,-0.22536660397547761,-0.11767293209210913,-0.4342075901391517,0.125,0.0,0.0
8.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.51085950651685,-0.9059820592073284,-1.0195093189552666,0.17267339746409557,-1.0317424130550426,1.2868219685203794,-0.22536660397547761,-0.11767293209210913,-0.4342075901391517,0.0,0.375,0.0
6.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.713572066704308,-0.9059820592073284,-1.0195093189552666,0.17267339746409557,-1.0317424130550426,1.1106808683539544,-0.22536660397547761,-0.11767293209210913,-0.4342075901391517,0.0,0.0,0.0
11.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.389071729816501,0.7805738555918607,0.9792571421818654,0.47217045195611146,1.596304128472387,0.7583986680211038,0.901235428607094,1.4765773849187602,2.669012269311874,0.25,0.5,0.3333333333333333
0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.3978952727983707,-1.2432932421671663,-1.6857648060009773,-0.4263207115199362,-1.0317424130550426,0.05383426735540291,0.33793441231580823,0.2366049161325285,-0.9514109000476559,0.0,0.125,0.3333333333333333
3.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5263605246161616,0.44326267263202285,-0.18668996014812822,1.3706616154321591,-0.7928290910980036,0.4061164676882534,0.33793441231580823,-0.11767293209210913,0.08299571976935255,0.125,0.375,0.0
0.5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.6390573296152584,0.10595148967218501,-0.020126088386700547,0.17267339746409557,-0.7928290910980036,-0.4745890331438728,-0.7886676202667634,-0.6490897044290656,-0.4342075901391517,0.0,0.375,0.0
0.125,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004,-0.9059820592073284,-0.18668996014812822,-0.1268236570279203,-0.5539157691409645,-0.8268712334767233,-0.22536660397547761,-0.8262286285413843,1.117402339586361,0.0,0.0,0.3333333333333333
3.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.332204510175204,-0.23135969328765282,-0.18668996014812822,-0.1268236570279203,-0.5539157691409645,0.05383426735540291,-0.22536660397547761,0.7680216884694849,1.117402339586361,0.0,0.125,0.3333333333333333
0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.791759469228055,-1.917915608086842,-0.3532538319095559,-1.6243089294879998,-0.5539157691409645,-1.355294533975999,-1.3519686365580492,-1.8890621732152972,-0.4342075901391517,0.125,0.0,0.0
0.5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.8066624897703196,-1.5806044251270042,-0.6863815754324112,-1.025314820503968,-0.5539157691409645,0.22997536752182815,-0.7886676202667634,0.4137438402448473,-0.4342075901391517,0.125,0.25,0.0
3.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.828641396489095,1.1178850385516985,0.3130016551361548,-1.6243089294879998,-0.3150024471839255,-0.12230683281102232,-0.7886676202667634,0.7680216884694849,-0.4342075901391517,0.125,0.375,0.0
0.25,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.302585092994046,-1.5806044251270042,-0.8529454471938389,-1.025314820503968,-1.2706557350120817,-0.12230683281102232,0.33793441231580823,-0.11767293209210913,-0.4342075901391517,0.0,0.0,0.0
12.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.313205979041787,1.1178850385516985,0.8126932704204378,-0.4263207115199362,0.16282419673015255,0.7583986680211038,0.33793441231580823,1.1222995366941224,-0.4342075901391517,0.125,0.25,0.0
6.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.584967478670572,1.1178850385516985,0.4795655268975825,-0.4263207115199362,0.16282419673015255,0.22997536752182815,-0.7886676202667634,0.5908827643571661,-0.4342075901391517,0.0,0.25,0.0
11.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.093750200806762,0.10595148967218501,1.4789487574661484,-0.4263207115199362,1.596304128472387,0.22997536752182815,0.33793441231580823,0.7680216884694849,0.08299571976935255,0.125,0.25,0.0
3.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.970291913552122,-0.23135969328765282,-0.6863815754324112,1.3706616154321591,-0.3150024471839255,0.05383426735540291,-0.22536660397547761,0.4137438402448473,-0.4342075901391517,0.0,0.375,0.0
5.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.653960350157523,-0.23135969328765282,-0.5198177036709836,0.7716675064481274,-0.3150024471839255,0.934539768187529,1.7461869530440228,-0.29481185620442796,-0.4342075901391517,0.0,0.375,0.0
5.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.418840607796598,0.10595148967218501,0.14643778337472713,0.7716675064481274,0.16282419673015255,0.05383426735540291,-0.7886676202667634,0.059465992020209676,-0.4342075901391517,0.25,0.25,0.0
0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6094379124341003,-1.5806044251270042,-0.8529454471938389,-1.025314820503968,-1.2706557350120817,-0.12230683281102232,-0.7886676202667634,-0.29481185620442796,-0.4342075901391517,0.0,0.0,0.0
11.0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.389071729816501,0.7805738555918607,0.8126932704204378,-0.4263207115199362,1.1184774845583088,-0.8268712334767233,-0.22536660397547761,0.059465992020209676,-0.4342075901391517,0.25,0.25,0.6666666666666667
17.0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5.420534999272286,1.7925074044713742,1.6455126292275761,-1.025314820503968,1.8352174504294259,1.4629630686868047,0.6195849204614512,1.653716309031079,2.1518089594033696,0.375,0.375,0.6666666666666667
4.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.060443010546419,0.44326267263202285,0.4795655268975825,-1.025314820503968,0.6406508406442306,-0.12230683281102232,-0.7886676202667634,-0.29481185620442796,1.117402339586361,0.0,0.25,0.3333333333333333
0.5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.1354942159291497,-0.23135969328765282,-0.3532538319095559,-0.7258177660119521,-0.5539157691409645,-0.4745890331438728,-1.3519686365580492,-0.29481185620442796,-0.4342075901391517,0.125,0.125,0.0
3.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.6888794541139363,0.10595148967218501,-0.6863815754324112,1.0711645609401432,-0.3150024471839255,-0.29844793297744754,0.05628390417016531,-0.11767293209210913,0.08299571976935255,0.125,0.125,0.3333333333333333
2.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.713572066704308,0.10595148967218501,-0.18668996014812822,-1.025314820503968,-1.0317424130550426,0.05383426735540291,-0.7886676202667634,0.4137438402448473,-0.4342075901391517,0.125,0.375,0.0
6.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.219507705176107,0.7805738555918607,-0.3532538319095559,0.17267339746409557,0.16282419673015255,0.7583986680211038,-0.5070171121211206,0.9451606125818037,-0.1756059351848996,0.0,0.5,0.0
